Card ID,Name,Type,Deck,Players,Cost,Prerequisite,Card Text,Bonus Points,banned,is_no,dealt,drafted,played,won,ADP,play_ratio,win_ratio,PWR,PWR_no_log,PWR_normalized
WM114,Wine Closet,Minor Improvement,Wm,,1W 2C,,"When you play this card, you receive 1 Vegetable. Once each round, you may move 1 Vegetable from your supply to a future Round space. If it is at least 5 rounds away, add 1 Vegetable from the general supply. At the start of that round, you must convert each of those Vegetables to 2 Food or 1 Bonus point.",,False,True,902.0,579.0,318.0,89.0,4.96,0.3525498891,0.2798742138,1.41,1.3608074699,
G060,Wintercrafter,Occupation,G,,,,"Between the field and feeding phases of each harvest, you may play a minor improvement or pay 2 food to build a major improvement.",,False,True,727.0,712.0,619.0,177.0,2.75,0.8514442916,0.2859450727,3.48,3.4106633745,
FR058,Winter Deadwood,Minor Improvement,Fr,,,,"When you play this card, you may either pay 1 Wood for 1 Bonus point or receive 1 Wood and pass this card to the player on your left who adds it to his/her hand.",,False,True,829.0,671.0,524.0,145.0,5.0,0.6320868516,0.2767175573,2.5,0.9393995998,
1271,Winterfestival,Minor Improvement,G7,,,,,,False,False,329.0,300.0,220.0,58.0,4.18,0.6686930091,0.2636363636,2.52,2.4154265188,
G118,Winter Garden,Minor Improvement,G,,,,"You may sow 1 of your rooms as if it were 1 field. Whenever you have an animal in your home (including House Goat K120), move all resources planted in this room to the general supply. Harvest resources from your room as normal and additionally at the end of rounds 6, 8, 10, and 12.",,False,False,476.0,339.0,258.0,67.0,4.98,0.5420168067,0.2596899225,2.01,1.9406599849,
1273,Winterkeeper,Occupation,G7,,,,,,False,False,299.0,276.0,228.0,44.0,3.04,0.762541806,0.1929824561,2.1,2.010041827,
G56488,Winter Pond,Minor Improvement,G5,,,3 Occupations,"Place 1 Food on the next 3 Harvests. At the start of these Harvests, you receive the Food.",1,False,True,870.0,844.0,754.0,235.0,2.99,0.8666666667,0.3116710875,3.86,3.8229606303,
1275,Wiredancer,Occupation,G7,,,,,,False,False,330.0,258.0,179.0,64.0,4.06,0.5424242424,0.3575418994,2.77,2.6467387361,
G5786,Wishing Fountain,Minor Improvement,G5,,,Return the Well,"At the start of each round, you may pay 1 Food to receive Building resource of your choice.",4,False,True,755.0,486.0,246.0,73.0,4.83,0.3258278146,0.2967479675,1.38,1.2352800917,
FR059,Witches’ Dance Ground,Minor Improvement,Fr,,,3 Occupations,"Place this card on or beside your farm. If you place it beside your farm, you gain 2 extra farmyard spaces (to be scored as normal) and you receive 1 Bonus point. If you place it on your farm, cover two orthogonally adjacent unused spaces which no longer count as part of your farm.",,False,True,788.0,707.0,569.0,170.0,4.13,0.7220812183,0.2987697715,3.08,2.9844478628,
G56552,Wolf,Occupation,G5,,,,"Pile (from bottom to top) 1 Clay, 1 Wood, andi Grain on this card. Whenever you receive a Good of the same type as the top marker, you may move the marker to your supply to receive 1 Wild boar.",,False,True,873.0,845.0,776.0,240.0,2.32,0.8888888889,0.3092783505,3.93,3.8767340287,
I234,Wood Buyer,Occupation,I,3+,,,"Whenever a player receives wood from an action, you can buy 1 wood from him/her for 1 food (even without his/her agreement).",,True,False,534.0,253.0,123.0,33.0,5.61,0.2303370787,0.2682926829,0.88,0.8469378434,
I79,Wood Cart,Minor Improvement,I,,3W,3 Occupations,"Whenever you use a person to take wood that is on an action space, you receive 2 additional wood.",,False,True,877.0,836.0,623.0,163.0,3.11,0.7103762828,0.2616372392,2.66,2.5613940501,
K301,Wood Carver,Occupation,K,1+,,,"Each round, either an Improvement, a room of a Wooden hut, a stable or a fence costs you 1 wood less.",,False,True,876.0,681.0,451.0,101.0,4.91,0.5148401826,0.2239467849,1.65,1.5959677921,
I235,Wood Collector,Occupation,I,1+,,,"Place 1 wood on each of the next 5 Round spaces. At the start of these rounds, you receive the wood.",,False,True,1068.0,973.0,830.0,218.0,3.33,0.7771535581,0.2626506024,2.92,2.8808653555,
E176,Woodcutter,Occupation,E,1+,,,Take 1 additional wood whenever you use a family member's action to take wood.,,False,True,927.0,765.0,507.0,126.0,4.73,0.5469255663,0.2485207101,1.94,1.8957890504,
K283,Wood Deliveryman,Occupation,K,1+,,,"Place 1 wood on each space for Rounds 8 to 14. At the start of these rounds, take the wood.",,False,True,888.0,835.0,568.0,166.0,4.33,0.6396396396,0.2922535211,2.67,2.595301539,
K284,Wood Distributor,Occupation,K,1+,,,"At the start of the Work phase, you can distribute the wood from the '3 Wood' Action space evenly onto the neighbouring Clay, Reeds and Catch fish spaces.",,False,True,830.0,602.0,358.0,86.0,5.36,0.4313253012,0.2402234637,1.48,1.3892441273,
G119,Wooden Bridge,Minor Improvement,G,,3W,,"Whenever you use the ”1 Reed” action space, you receive 1 additional food. Whenever you use the ”Day Labourer” action space, you receive 1 additional Reed.",1,False,False,367.0,122.0,57.0,18.0,5.56,0.1553133515,0.3157894737,0.7,0.6392001803,
I82,Wooden Crane,Minor Improvement,I,,3W,,"Whenever you use one of the ”1 Stone” action spaces that are placed in rounds 5-7 and 10-11, you receive 1 additional stone. If you pay 1 food, you can take 2 additional stone instead of 1.",1,False,True,806.0,321.0,124.0,31.0,5.48,0.1538461538,0.25,0.55,0.5184331797,
E177,Wooden Hut Builder,Occupation,E,3+,,,"At the end of the game, you receive 1 bonus point for each room in your wooden hut.",1 per wooden hut room,False,True,869.0,414.0,208.0,50.0,5.82,0.2393555811,0.2403846154,0.82,0.7784936582,
I81,Wooden Hut Extension,Minor Improvement,I,,1R 5W,,"When you play this card, immediately extend your wooden hut by 1 room. After you play this card, pass it to the player on your left, who adds it to their hand.",,True,False,10.0,7.0,5.0,3.0,1.43,0.5,0.6,4.29,0.0,
I83,Wooden Path,Minor Improvement,I,,1W,,The player with the most valuable street receives 2 bonus points when scoring.,,False,True,842.0,763.0,590.0,180.0,4.32,0.7007125891,0.3050847458,3.05,3.0073674464,
K123,Wooden Strongbox,Minor Improvement,K,,1W,,"At the end of the game, you get 2 bonus points if your home contains 5 rooms, or 4 bonus points if you have 6 or more rooms.",,False,True,922.0,604.0,399.0,141.0,4.69,0.4327548807,0.3533834586,2.18,2.0861341454,
E27,Wood-fired Oven,Minor Improvement,E,,3W 1S,,"Whenever you use the ”Bake bread” a bread baking action, you can use the Wood-fired Oven to turn any number of grain into 3 food each. When you play this card, you can also take the ”Bake bread” action bake bread immediately.",2,False,True,870.0,563.0,254.0,72.0,5.16,0.291954023,0.2834645669,1.18,1.0379737016,
FR118,Wood Gatherers,Occupation,Fr,,,,"Each round, if you spend 4 or more Wood for Improvements, rooms, stables, or fences, you receive 2 Wood at the end of the round.",,False,True,784.0,427.0,217.0,54.0,5.7,0.2767857143,0.2488479263,0.98,0.9476898067,
1294,Woodlaborer,Occupation,G7,,,,,,False,False,271.0,174.0,86.0,15.0,4.91,0.3173431734,0.1744186047,0.79,0.6987777519,
FR060,Wood Saw,Minor Improvement,Fr,,1W,,"Whenever every other player has more Family members than you, you may immediately build 1 or more rooms by paying their cost.",,False,True,836.0,368.0,117.0,25.0,5.59,0.1399521531,0.2136752137,0.43,0.3614806246,
G6337,Woodwork,Minor Improvement,G6,,1W,,"Whenever you use the ”Build stable(s)” action or the ”Build fences” action on an Action space, you can take both the ”Build stable(s)” and ”Build fences” action.",,False,True,565.0,188.0,90.0,21.0,5.73,0.1592920354,0.2333333333,0.53,0.4896755162,
WM055,Wood Worker,Occupation,Wm,,,,"Whenever you use any Action space, immediately afterward you may place 1 Food from your supply on the space to receive 1 Wood. The next player to use the Action space receives this food.",,False,True,844.0,456.0,236.0,86.0,5.74,0.2796208531,0.3644067797,1.46,1.3631330113,
1298,Wordsmith,Occupation,G7,,,,,,False,False,241.0,175.0,104.0,27.0,4.42,0.4315352697,0.2596153846,1.6,1.5081391637,
FR119,Workaholic,Occupation,Fr,,,,"When you play the card, if there are no animals on your farm, place 5 Wood, 4 Clay, and 3 Stone on this card. At any time, if you have 5/7/9 animals, you receive all the Wood/Clay/ Stone on this card.",,False,True,854.0,815.0,574.0,204.0,3.71,0.6721311475,0.3554006969,3.41,3.3054999575,
G45253,Working Gloves,Minor Improvement,G4,,,,"If you have no Occupation in play when you play this card, you receive 1 Food. Whenever you play an Occupation, you may pay any 1 building resource instead of up to 2 of the required Food.",,True,False,844.0,700.0,582.0,166.0,3.87,0.6895734597,0.2852233677,2.81,2.7083667786,
1301,Workshopliquidation,Minor Improvement,G7,,,,,,False,False,276.0,129.0,66.0,20.0,5.28,0.2391304348,0.303030303,1.04,0.9254030993,
WM115,Worm Bait,Minor Improvement,Wm,,,,"Whenever you use the ”Plow 1 field” Action space, add 2 Food from the general supply to this card. You receive the Food on this card when you use the ”Fishing” action. Each Harvest, return 1 Food from this card (if any) to the general supply.",,False,True,876.0,463.0,325.0,77.0,5.24,0.3710045662,0.2369230769,1.26,1.1938883035,
U010,Writing Chamber,Minor Improvement,,,2W,,"During scoring, you get a number of Bonus points equal to the number of negative points you have, to a maximum of 3 Bonus points. Major Improvements A",,False,True,,,,,,,,,,
E49,Writing Desk,Minor Improvement,E,,"1 wood, 1 reed",2 Occupations,"Whenever you use an 'Occupation' Action space, you may play 2 occupations one after another. The second occupation costs you 2 food.",1,False,True,1051.0,981.0,813.0,226.0,3.06,0.773549001,0.2779827798,3.07,3.0152271076,
FR120,Writing Maniac,Occupation,Fr,,,,"Place 1 Occupation (from your hand) face down on each space for rounds 5,7,9, and 11. At the start of these rounds, you can pay 2 Food to play the Occupation. If you do not, return it to your hand.",,False,True,1018.0,938.0,772.0,240.0,2.49,0.7583497053,0.310880829,3.37,3.302508947,
E165,Yeoman Farmer,Occupation,E,3+,,,"At the end of the game, you only lose points in the 'Unused spaces' category and for Begging cards.",,False,True,851.0,482.0,216.0,56.0,5.8,0.2538190364,0.2592592593,0.94,0.8834921878,
1307,Yinyangmaster,Occupation,G7,,,,,,False,False,157.0,118.0,62.0,10.0,3.96,0.3949044586,0.1612903226,0.91,0.8952420089,
K124,Yoke,Minor Improvement,K,,1W,1 Cattle,"When you play this card, you can immediately plough 1 field for each plough or Harrow I68 that has been played by any player.",,False,True,850.0,562.0,252.0,80.0,4.68,0.2964705882,0.3174603175,1.34,1.2538348673,
G68867,Zealous Farmer,Occupation,G6,,,,"When you play this card, if you would score at least 3 points in 4 scoring categories (including fenced stables), you immediately receive a ”Family Growth without room” action.",,False,True,533.0,513.0,275.0,105.0,3.19,0.5159474672,0.3818181818,2.81,2.7323895617,
1310,Zippermaker,Occupation,G5,,,,,,False,False,797.0,700.0,437.0,143.0,4.69,0.5483061481,0.3272311213,2.56,2.5221255091,
G44828,Zoo Director,Occupation,G4,,,,"At the end of the game, you receive 1 Bonus point for every 3 animals on your farmyard.",,False,True,822.0,820.0,651.0,217.0,1.84,0.7919708029,0.3333333333,3.77,3.7654964662,
E194,Plough Driver,Occupation,E,1+,,,"Once you have a stone house, you can pay 1 food at the start of each round to plough (at most) 1 field.",,,,,,,,,,,,,
E195,Plough Maker,Occupation,E,1+,,,"Whenever you use either of the 'Plough' or 'Plough Fields and Sow' Action spaces, you can pay 1 food to plough 1 additional field.",,,,,,,,,,,,,
,Reeds Buyer,Occupation,I,4+,,,"Whenever reeds are taken for the first time in a round, you may give the player 1 food in exchange for 1 of the reeds. The other player receives an additional 1 food from the supply.",,,,,,,,,,,,,
,Musician,Occupation,I,4+,,,Take 1 grain whenever another player takes the 'Travelling Players' action on an Action space.,,,,,,,,,,,,,
,Casual Labourer,Occupation,K,1+,,,"Whenever you receive wood, clay, reeds, stone or grain on an Action space, you can buy one more of the same good for 1 food. An additional vegetables costs 2 food.",,,,,,,,,,,,,
,Lazy Student,Occupation,K,4+,,,"Whenever you let another player draw one of your Occupation cards for you to play, you receive 3 food before you pay the costs of the card.",,,,,,,,,,,,,
,Travelling Salesman,Occupation,K,1+,,,"Whenever you select the 'Minor Improvement' action on an Action space, you can play a Major instead of a Minor Improvement. If you select the 'Major or Minor Improvement' action, you can play 2 Minor Improvements.",,,,,,,,,,,,,
,Hand Waterer,Occupation,K,3+,,,"With the Hand Waterer you can convert clay into food at any time. You receive 1 food per clay. If any player has built a Well, you receive 3 food for every 2 clay.",,,,,,,,,,,,,
,Store Clerk,Occupation,K,4+,,,"Whenever you have at least 5 Stone at the start of a round, take 1 extra Stone. With 6 Reeds, take 1 Reeds, with 7 Clay take 1 Clay and with 8 Wood take 1 Wood.",,,,,,,,,,,,,
K292,Market Woman,Occupation,K,1+,,,"Whenever you receive vegetables through a person's action or through a Minor Improvement, take 2 additional grain.",,,,,,,,,,,,,
K293,Ploughman,Occupation,K,1+,,,"Add 4, 7 and 10 to the current round and place 1 field on each corresponding Round space. At the start of these rounds, you can plough that field for 1 food.",,,,,,,,,,,,,
E19,Gypsy's Crock,Minor Improvement,E,,1 clay,,"Take 1 additional food whenever you convert 2 goods to food at one time using a Fireplace, Cooking Hearth or Cooking Corner.",,,,,,,,,,,,,
,Wooden Oven,Minor Improvement,E,,"1 clay, 1 stone",,"Whenever you use the 'Bake bread' action, you can use the Wooden Oven to turn any number of grain into 3 food each. When you play this card, you can also take the 'Bake bread' action.",,,,,,,,,,,,,
E42,Helpful Neighbours,Minor Improvement,E,,,,"When you play this card, take either 1 stone or 1 reeds. After you play this card, pass it to the player on your left.",,,,,,,,,,,,,
,Vehicular Plough,Minor Improvement,E,,2 wood,3 Occupations,"Twice during the game, when you use either the 'Plough Fields' or 'Plough Fields and Sow' action, you can plough 3 fields instead of 1.",,,,,,,,,,,,,
E62,Turnwrest Plough,Minor Improvement,E,,1 wood,2 Occupations,"Once during the game, when you use either the 'Plough Fields' or 'Plough Fields and Sow' action, you can plough 3 fields instead of 1.",,,,,,,,,,,,,
A10,Well,Major Improvement,Major,,"1 wood, 3 stone",,"Place 1 food each on the next 5 Round spaces. At the start of these rounds, take the food.",,,,,,,,,,,,,
,Fireplace (2 clay),Major Improvement,Major,,2 clay,,"At any time, you may exchange goods for food: Vegetables 2 Food; Sheep 2 Food; Wild boar 2 Food; Cattle 3 Food. Whenever you use the 'Bake bread' action, you receive 3 Food per grain.",,,,,,,,,,,,,
,Fireplace (3 clay),Major Improvement,Major,,3 clay,,"At any time, you may exchange goods for food: Vegetables 2 Food; Sheep 2 Food; Wild boar 2 Food; Cattle 3 Food. Whenever you use the 'Bake bread' action, you receive 3 Food per grain.",,,,,,,,,,,,,
,Cooking Hearth (4 clay),Major Improvement,Major,,4 clay,Return Fireplace or,"At any time, you may exchange goods for food: Vegetables 3 Food; Sheep 2 Food; Wild boar 3 Food; Cattle 4 Food. Whenever you use the 'Bake bread' action, you receive 3 Food per grain.",,,,,,,,,,,,,
,Cooking Hearth (5 clay),Major Improvement,Major,,5 clay,Return Fireplace or,"At any time, you may exchange goods for food: Vegetables 3 Food; Sheep 2 Food; Wild boar 3 Food; Cattle 4 Food. Whenever you use the 'Bake bread' action, you receive 3 Food per grain.",,,,,,,,,,,,,
,Basket Weaver's Workshop,Major Improvement,Major,,"2 reed, 2 stone",,"In each Harvest, you can use the Basket Weaver's to convert at most 1 reeds to 3 food. At the end of the game, you receive 1/2/3 bonus points for 2/4/5 reeds.",1/2/3 for 2/4/5 reeds,,,,,,,,,,,,
A5,Clay Oven,Major Improvement,Major,,"3 clay, 1 stone",,"Whenever you use the 'Bake bread' action, you can turn at most 1 grain into 5 food. When you take this card, you can immediately use the 'Bake bread' action.",,,,,,,,,,,,,
A6,Stone Oven,Major Improvement,Major,,"1 clay, 3 stone",,"Whenever you use the 'Bake bread' action, you can turn up to 2 grain into 4 food each. When you take this card, you can immediately use the 'Bake bread' action.",,,,,,,,,,,,,
